Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_how_many_bags_of_potato_chips_do_people_eat?e=2|*|||,Systems of equations with elimination: potato chips,Sal solves another system of equations using elimination.,Khan Academy,English  2018-12-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_how_volume_changes_from_changing_dimensions?e=3|*|||,How volume changes from changing dimensions,Sal discusses changing dimensions on a rectangular prism affects its volume.,Khan Academy,English  2017-05-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_idea_behind_point_slope_form?e=4|*|||,Intro to point-slope form,Point-slope is the general form y-y₁=m(x-x₁) for linear equations. It emphasizes the slope of the line and a point on the line (that is not the y-intercept). Watch this video to learn more about it and see some examples.,Khan Academy,English  2017-02-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_identifying_percent_amount_and_base?e=5|*|||,Identifying percent amount and base,"Sal identifies the percent, amount, and base in a percent problem.",Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_identifying_perfect_square_form_hindi?e=6|*|||,Identifying perfect square form (Hindi),"Anmol shows how we can identify that a trinomial has the ""perfect square"" form.",Khan Academy,Hindi  2018-07-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_identifying_perfect_square_trinomials?e=7|*|||,Identifying perfect square form,"Sal shows how we can identify that a trinomial has the ""perfect square"" form.",Khan Academy,English  2017-02-28
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_identifying_proportional_relationships_visually?e=8|*|||,Proportional relationships: graphs,Learn how to tell proportional relationships by drawing graphs. Key idea: the graph of a proportional relationship is a straight line through the origin.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_identifying_transformations?e=9|*|||,Identifying transformations,"Identifying which transformation was performed between a pair of figures (translation, rotation, reflection, or dilation).",Khan Academy,English  2017-10-11
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_identity_property_of_0?e=10|*|||,Identity property of 0,Sal shows how any number plus 0 is the original number.,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_identity_property_of_1?e=11|*|||,Identity property of 1,"The identity property of 1 says that any number multiplied by 1 keeps its identity. In other words, any number multiplied by 1 stays the same. The reason the number stays the same is because multiplying by 1 means we have 1 copy of the number. For example, 32x1=32.",Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_impact_on_median_and_mean_when_increasing_highest_value?e=12|*|||,Impact on median & mean: increasing an outlier,Sal thinks through the effects of modifying a value in a data set. What will happen to the mean and median?,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_impact_on_median_and_mean_when_removing_lowest_value_example?e=13|*|||,Impact on median & mean: removing an outlier,Sal thinks through the effects of removing a low outlier from a data set. What will happen to the mean and median?,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inconsistent_systems_of_equations?e=14|*|||,Systems of equations number of solutions: fruit prices (1 of 2),Sal gives an example of a system of equations that has no solution!,Khan Academy,English  2018-12-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_independent_and_dependent_systems?e=15|*|||,Solutions to systems of equations: dependent vs. independent,"A dependent system of equations has infinite solutions, and an independent system has a single solution. Watch an example of analyzing a system to see if it's dependent or independent.",Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inequalities?e=16|*|||,One-step inequality word problem,Inequalities are more than abstract concepts and exercises. They help solve real life problems. Here's an example.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inequalities_on_a_number_line?e=17|*|||,Plotting an inequality example,Learn how to plot a simple inequality on a number line. The example used in this video is x < 4.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inequalities_using_addition_and_subtraction?e=18|*|||,Inequalities using addition and subtraction,Inequalities Using Addition and Subtraction,Khan Academy,English  2018-03-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inequalities_using_multiplication_and_division?e=19|*|||,One-step inequalities examples,"Our discussion of linear inequalities begins with multiplying and dividing by negative numbers. Listen closely for the word ""swap."" Super important!",Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_infinite_solutions_to_systems?e=0|*|||,Systems of equations number of solutions: fruit prices (2 of 2),Sal gives an example of a system of equations that has infinite solutions!,Khan Academy,English  2018-12-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interesting_perimeter_and_area_problems?e=1|*|||,Challenge problems: perimeter & area,Three example problems involving perimeter and area.,Khan Academy,English  2016-08-04
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_a_graph_exercise_example?e=2|*|||,Interpreting a graph example,Learn to interpret the graphs of a linear functions.,Khan Academy,English  2017-03-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_bar_graphs_alligators_math_3rd_grade_khan_academy?e=3|*|||,Interpreting bar graphs: alligators,Lindsay solves a multi-step word problem using a bar graph.,Khan Academy,English  2016-06-14
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_features_of_linear_functions_example?e=4|*|||,Linear graphs word problem: cats,Sal finds the y-intercept and the slope of a linear relationship representing someone accumulating cats! He then interprets what the y-intercept and the slope mean in that context.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_features_of_linear_functions_example_2?e=5|*|||,Linear equations word problems: volcano,Sal finds the y-intercept and the slope of a linear relationship representing someone climbing a volcano. He then interprets what the y-intercept and the slope mean in that context.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_histograms?e=6|*|||,Interpreting a histogram,"Learn how to read and interpret histograms, which summarize data by sorting it into buckets.",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_linear_graphs?e=7|*|||,Linear graphs word problems,Sal discusses how we would go about making sense of the direction of a linear graph that represents a relationship between two real-world quantities.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_plotted_points_hindi?e=8|*|||,Interpreting plotted points (Hindi),Anmol works through a word problem interpreting coordinates in the first quadrant on a coordinate plane.,Khan Academy,Hindi  2018-07-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_trend_line?e=9|*|||,Interpreting a trend line,Sal interprets a trend line that shows the relationship between study time and math test score for Shira.,Khan Academy,English  2017-03-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_interpreting_two_way_tables?e=10|*|||,Interpreting two-way tables,Learn how to read two-way tables.,Khan Academy,English  2017-03-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intersection_and_union_of_sets?e=11|*|||,Intersection and union of sets,Sal shows examples of intersection and union of sets and introduces some set notation.,Khan Academy,English  2016-03-11
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_compound_interest_class_8_india_math_khan_academy?e=12|*|||,Intro to compound interest,Let's understand how compound interest is different from simple interest. Let's also see how compound interest is simply a special case of percentage increase.,Khan Academy,English  2018-05-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_cube_roots_hindi?e=13|*|||,Intro to cube roots (Hindi),Learn the meaning of cube roots and how to find them. Also learn how to find the cube root of a negative number.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_direct_inverse_variation_hindi?e=14|*|||,Intro to direct & inverse variation (Hindi),"Anmol explains what it means for quantities to vary directly or inversely, and gives many examples of both types of variation.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_equations_with_variables_on_both_sides_hindi?e=15|*|||,Intro to equations with variables on both sides (Hindi),Worked example: Learn to solve the equation 2p + 3 = 5p - 2.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_factors_and_divisibility_hindi?e=16|*|||,Intro to factors and divisibility (Hindi),"Anmol explains what it means for a polynomial to be a factor of another polynomial, and what it means for a polynomial to be divisible by another polynomial.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_grouping_hindi?e=17|*|||,Intro to grouping (Hindi),"Anmol introduces the method of grouping, which is very useful in factoring quadratics whose leading coefficient is not 1.",Khan Academy,Hindi  2018-07-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_quadrilateral_hindi?e=18|*|||,Intro to Quadrilateral (Hindi),"Learn the term quadrilateral as well as trapezoid, parallelogram, rectangle, rhombus, and square.",Khan Academy,Hindi  2018-09-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intro_to_two_step_equations_hindi?e=19|*|||,Intro to two-step equations (Hindi),Here's how we solve a two step equation. It begins with the concept of equality: what we do to one side of the equation must be done to the other.,Khan Academy,Hindi  2018-07-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_cube_roots?e=0|*|||,Intro to cube roots,Learn the meaning of cube roots and how to find them. Also learn how to find the cube root of a negative number.,Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_exponents?e=1|*|||,Intro to exponents,Sal shows how exponents are repeated multiplication,Khan Academy,English  2017-03-07
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_intercepts?e=2|*|||,Intro to intercepts,Learn what x- and y-intercepts are. The equations used in this video are y = 0.5x - 3 and 5x + 6y = 30.,Khan Academy,English  2017-07-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_proportional_relationships?e=3|*|||,Intro to proportional relationships,Sal introduces the idea of a proportional relationship by looking at tables of values.,Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_rational_and_irrational_numbers?e=4|*|||,Intro to rational & irrational numbers,Learn what rational and irrational numbers are and how to tell them apart.,Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_slope?e=5|*|||,Intro to slope,Sal shows how to find the slope of a line.,Khan Academy,English  2017-07-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_square_roots?e=6|*|||,Intro to square roots,Learn about the square root symbol (the principal root) and what it means to find a square root. Also learn how to solve simple square root equations.,Khan Academy,English  2018-03-16
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_the_coordinate_plane_hindi?e=7|*|||,Introduction to the coordinate plane (Hindi),Introduction to the coordinate plane and plotting points on the coordinate plane.,Khan Academy,Hindi  2018-07-25
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_introduction_to_transformations?e=8|*|||,Rigid transformations intro,"Learn what the ""image"" of a transformations is, what are the rigid transformations, and which transformations are not rigid.",Khan Academy,English  2017-10-11
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intuition_for_area_of_a_parallelogram?e=9|*|||,Area of a parallelogram,"Understand why the formula for the area of a parallelogram is base times height, just like the formula for the area of a rectangle.",Khan Academy,English  2017-05-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intuition_for_area_of_a_triangle?e=10|*|||,Area of a triangle,"Understand why the formula for the area of a triangle is one half base times height, which is half of the area of a parallelogram.",Khan Academy,English  2017-05-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intuition_why_we_divide_both_sides?e=11|*|||,Dividing both sides of an equation,Let's get a conceptual understanding of why one needs to divide both sides of an equation to solve for a variable.,Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_intuitive_sense_of_probabilities?e=12|*|||,Intuitive sense of probabilities,Think about what probabilities really mean. What does a probability of 0 mean? How about 1?,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inverse_property_of_addition?e=13|*|||,Inverse property of addition,The simple idea that a number plus its negative is 0,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inverse_property_of_multiplication?e=14|*|||,Inverse property of multiplication,Simple idea that multiplying by a number's multiplicative inverse gets you back to one. 5 × 1/5 = 1,Khan Academy,English  2018-01-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inverse_variation_application?e=15|*|||,Inverse variation word problem: string vibration,Sal models a context about lengths of strings and the frequency of their vibrations! with an inverse variation equation.,Khan Academy,English  2016-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_inverse_variation_word_problem_string_vibration_hindi?e=16|*|||,Inverse variation word problem: string vibration (Hindi),"Anmol talks about a problem that involves Force and acceleration. As per 2nd Law of Motion, Force is directly proportional to acceleration.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_king_s_cupcakes_solving_systems_by_elimination?e=17|*|||,Systems of equations with elimination: King's cupcakes,Sal uses simple elimination to figure out how many cupcakes are eaten by children and adults.,Khan Academy,English  2018-12-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_kite_as_geometric_shape_hindi?e=18|*|||,Kite as geometric shape (Hindi),"Anmol discusses a special type of quadrilateral, the kite.",Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_line_and_angle_proofs_exercise?e=19|*|||,Proofs with transformations,N/A,Khan Academy,English  2017-09-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_and_nonlinear_functions_example_1?e=0|*|||,Linear & nonlinear functions: word problem,Learn to determine if the relationship described in a word problem is a function.,Khan Academy,English  2018-12-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_and_nonlinear_functions_example_2?e=1|*|||,Linear & nonlinear functions: missing value,Learn to find the missing value in a table to make sure it represents a linear equation.,Khan Academy,English  2018-12-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_and_nonlinear_functions_example_3?e=2|*|||,Linear & nonlinear functions: table,Learn to determine if a table of values represents a linear function.,Khan Academy,English  2018-12-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_equation_word_problem_example?e=3|*|||,Two-step equation word problem: oranges,"Learn how to solve a word problem by writing an equation to model the situation. In this video, we use the linear equation 210(t-5) = 41,790.",Khan Academy,English  2017-03-22
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_equation_word_problem_saline_hindi_class_8?e=4|*|||,Linear equation word problem: saline (Hindi),Anmol solves the following word problem: You have 50 ounces of a 25% saline solution. How many ounces of a 10% saline solution must you add to make a solution that is 15% saline?,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_equation_word_problem_sugary_drinks_hindi?e=5|*|||,Linear equation word problem: sugary drinks (Hindi),Anmol solves the following problem: Drink A with 40% sugar is mixed with Drink B to obtain Drink C which has 25% sugar. What is the percentage of sugar of Drink B?,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_equations_2_hindi?e=6|*|||,Linear Equations 2 (Hindi),Solving equations of the form AX+B=C.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_equations_3_hindi?e=7|*|||,Linear Equations 3 (Hindi),Linear equations with multiple variable and constant terms.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_equations_in_slope_intercept_form?e=8|*|||,Slope-intercept form problems,Learn how to solve problems involving writing an equation in slope-intercept form.,Khan Academy,English  2017-02-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_equations_with_unknown_coefficients?e=9|*|||,Linear equations with unknown coefficients,Sal solves the equations ax+3x=bx+5 and a(5-x)=bx-8 for x. Note that these equations include other unknowns (a and b) but we solve them for x.,Khan Academy,English  2017-02-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_models_1?e=10|*|||,Linear models word problem: book,"Sal solves a word problem about a person reading a book, The solution involves the modeling of the situation as a linear function.",Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_linear_models_2?e=11|*|||,Linear models word problem: marbles,"Sal solves a word problem about a person filling a glass tank with marbles, The solution involves the modeling of the situation as a linear function.",Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_making_predictions_with_probability?e=12|*|||,Making predictions with probability,Predict the number of times a spinner will land on an elephant.,Khan Academy,English  2017-03-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_mapping_shapes?e=13|*|||,Mapping shapes,Finding a sequence of rigid transformations that maps one shape onto another shape.,Khan Academy,English  2017-10-13
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_marbles_in_tank_volume?e=14|*|||,Volume of a rectangular prism: word problem,Sal explains how to find the volume of a rectangular prism fish tank that has fractional side lengths.,Khan Academy,English  2017-04-21
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_mean_median_and_mode?e=15|*|||,"Mean, median, & mode example","Here we give you a set of numbers and then ask you to find the mean, median, and mode. It's your first opportunity to practice with us!",Khan Academy,English  2017-03-09
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_measuring_volume_as_area_times_length?e=16|*|||,Measuring volume as area times length,Sal transitions from measuring volume with unit cubes to multiplying area times length.,Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_measuring_volume_as_area_times_length_hindi?e=17|*|||,Measuring volume as area times length (Hindi),Anmol transitions from measuring volume with unit cubes to multiplying area times length.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_measuring_volume_with_unit_cubes?e=18|*|||,Measuring volume with unit cubes,Learn to measure volume of rectangular prisms with cube units.,Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_measuring_volume_with_unit_cubes_hindi?e=19|*|||,Measuring volume with unit cubes (Hindi),Learn to measure volume of rectangular prisms with cube units.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_missing_angles_with_a_transversal_hindi?e=0|*|||,Missing angles with a transversal (Hindi),Learn how to find missing angle measurements in a figure with two parallel lines and a transversal.,Khan Academy,Hindi  2018-07-20
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_missing_coefficients_in_binomial_product?e=1|*|||,Multiplying binomials by polynomials challenge,Sal finds the values of coefficients a and b that make (2x+4)(5x-9)=ax²+bx-46 true for all x-values.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_missing_steps?e=2|*|||,Figuring out missing algebraic step,N/A,Khan Academy,English  2016-02-19
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_missing_values_in_monomial_multiplication?e=3|*|||,Multiplying monomials challenge,Sal finds the values of coefficients a and b that make (3x^a)(bx^4)=-24x^6 true for all x-values.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_missing_values_in_monomial_polynomial_multiplication?e=4|*|||,Multiplying monomials by polynomials challenge,"Sal finds the values of coefficients c, d, and f that make -2y(y²+cy-3)=dy³+12y²+fy true for all y-values.",Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_mixture_problems_2?e=5|*|||,Linear equation word problem: saline,Sal solves the following word problem: You have 50 ounces of a 25% saline solution. How many ounces of a 10% saline solution must you add to make a solution that is 15% saline?,Khan Academy,English  2016-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_mixture_problems_3?e=6|*|||,Linear equation word problem: sugary drinks,Sal solves the following problem: Drink A with 40% sugar is mixed with Drink B to obtain Drink C which has 25% sugar. What is the percentage of sugar of Drink B?,Khan Academy,English  2016-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_monomial_factorisation_hindi?e=7|*|||,Monomial factorisation (Hindi),Anmol analyzes two different factorizations of 24x^5 and determines whether they are correct.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_monomial_greatest_common_factor?e=8|*|||,Greatest common factor of monomials,Sal finds the greatest common factor of 10cd^2 and 25c^3d^2.,Khan Academy,English  2017-02-28
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_monty_hall_problem?e=9|*|||,The Monty Hall problem,"Here we have a presentation and analysis of the famous thought experiment: the ""Monty Hall"" problem! This is fun.",Khan Academy,English  2016-03-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_examples_of_factoring_quadratics_as_xaxb_hindi?e=10|*|||,More examples of factoring quadratics as (x+a)(x+b) (Hindi),Can't get enough of Anmol's factoring simple quadratics? Here's a handful of examples just for you!,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_examples_of_special_products_hindi?e=11|*|||,More examples of special products (Hindi),Anmol gives numerous examples of the two special binomial product forms: perfect squares and the difference of two squares.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_multiplying_polynomials?e=12|*|||,Multiplying binomials by polynomials,Sal expresses the product (10a-3)(5a² + 7a - 1) as 50a³+55a²-31a+3.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_on_why_ssa_is_not_a_postulate?e=13|*|||,Why SSA isn't a congruence postulate/criterion,"There are some cases when SSA can imply triangle congruence, but not always. This is why it's not like the other triangle congruence postulates/criteria.",Khan Academy,English  2017-03-02
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_more_percent_problems?e=14|*|||,More percent problems,Slightly harder percent problems,Khan Academy,English  2016-02-18
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplication_of_polynomials?e=15|*|||,Multiplying binomials by polynomials (old),An old video where Sal gives several examples of polynomial multiplication.,Khan Academy,English  2016-08-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiply_monomials_intro?e=16|*|||,Multiplying monomials,Learn how to multiply monomials like 5x² * 4x⁶ or 4p³ * p.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_a_decimal_by_a_power_of_10?e=17|*|||,Multiplying a decimal by a power of 10,Learn to multiply 0.44 times 1000 using powers of 10.,Khan Academy,English  2017-03-06
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_even_and_odd_numbers_of_negatives?e=18|*|||,Even & odd numbers of negatives,We can figure out whether multiplication and division problems give us a positive or negative result by thinking about how many negative numbers are used in the computation.,Khan Academy,English  2018-04-20
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_in_scientific_notation?e=19|*|||,Multiplying & dividing in scientific notation,Learn how to simplify a multiplication and division expression using scientific notation. The expression in this problem is (7 * 10^5) / ((2 * 10^-2)(2.5 * 10^9)).,Khan Academy,English  2017-03-26
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_monomials_1?e=0|*|||,Multiplying monomials to find area: two variables,Sal expresses the area of a rectangle with length 4xy and width 2y as a monomial.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_and_dividing_powers_with_integer_exponents?e=1|*|||,Multiplying & dividing powers (integer exponents),"For any base a and any integer exponents n and m, aⁿ⋅aᵐ=aⁿ⁺ᵐ. For any nonzero base, aⁿ/aᵐ=aⁿ⁻ᵐ. These are worked examples for using these properties with integer exponents.",Khan Academy,English  2019-01-03
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials?e=2|*|||,Multiplying binomials,Sal expresses the product (3x+2)(5x-7) as 15x²-11x-14.,Khan Academy,English  2017-02-27
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_area_model_hindi?e=3|*|||,Multiplying binomials: area model (Hindi),Anmol expresses the area of a rectangle whose height is x+2 and width is x+3.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_by_polynomials_area_model_hindi?e=4|*|||,Multiplying binomials by polynomials: area model (Hindi),Anmol expresses the area of a rectangle whose height is y²-6y and width is 3y²-2y+1.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_by_polynomials_challenge_hindi?e=5|*|||,Multiplying binomials by polynomials challenge (Hindi),Anmol finds the values of coefficients a and b that make (2x+4)(5x-9)=ax²+bx-46 true for all x-values.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_by_polynomials_hindi?e=6|*|||,Multiplying binomials by polynomials (Hindi),Anmol expresses the product (10a-3)(5a² + 7a - 1) as 50a³+55a²-31a+3.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_by_polynomials_old_hindi?e=7|*|||,Multiplying binomials by polynomials old (Hindi),A video where Anmol gives several examples of polynomial multiplication.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_hindi?e=8|*|||,Multiplying binomials (Hindi),Anmol expresses the product (3x+2)(5x-7) as 15x²-11x-14.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_intro_hindi?e=9|*|||,Multiplying binomials intro (Hindi),Anmol expresses (x-4)(x+7) as the standard trinomial x²+3x-28 and discusses how the general product (x+a)(x+b) can be written as x²+(a+b)x+a*b.,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_with_radicals?e=10|*|||,Multiplying binomials with radicals (old),An old video Where Sal multiplies and simplifies (x²-√6)(x²+√2).,Khan Academy,English  2016-08-08
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_binomials_with_radicals_old_hindi?e=11|*|||,Multiplying binomials with radicals old (Hindi),An old video Where Anmol multiplies and simplifies (x²-√6)(x²+√2).,Khan Academy,Hindi  2018-07-24
http://ndl.iitkgp.ac.in/se_document/khanacademy/khanacademy/v_multiplying_dividing_powers_integer_exponents_hindi?e=12|*|||,Multiplying & dividing powers integer exponents (Hindi),"For any base a and for any exponents n and m, aⁿ⋅aᵐ=aⁿ⁺ᵐ and aⁿ/aᵐ=aⁿ⁻ᵐ. These are worked examples for using these properties with integer exponents.",Khan Academy,Hindi  2018-07-24
